rank,x0_utm,y0_utm,zmean_ft,ponding_ft,basins,mean_pci,s_pond,s_basin_deficit,s_pci,priority
1,326034.2,4694825.4,29.1,4.0,0,29.3,1.0,1.0,0.707,94.1
2,326384.2,4694575.4,25.0,4.0,0,42.5,1.0,1.0,0.576,91.5
3,326584.2,4694525.4,26.8,4.0,0,45.0,1.0,1.0,0.55,91.0
4,326584.2,4694575.4,37.0,3.978,0,44.2,0.995,1.0,0.558,90.9
5,326484.2,4694725.4,70.2,3.75,0,33.1,0.937,1.0,0.669,90.3
6,329134.2,4693225.4,11.0,4.0,0,,1.0,1.0,0.5,90.0
7,329184.2,4693225.4,11.1,4.0,0,,1.0,1.0,0.5,90.0
8,329234.2,4693225.4,11.1,4.0,0,,1.0,1.0,0.5,90.0
9,329284.2,4693225.4,10.9,4.0,0,,1.0,1.0,0.5,90.0
10,329334.2,4693225.4,10.9,4.0,0,,1.0,1.0,0.5,90.0
11,328184.2,4693275.4,10.8,4.0,0,,1.0,1.0,0.5,90.0
12,328234.2,4693275.4,10.8,4.0,0,,1.0,1.0,0.5,90.0
13,329134.2,4693275.4,9.9,4.0,0,,1.0,1.0,0.5,90.0
14,329184.2,4693275.4,11.4,4.0,0,,1.0,1.0,0.5,90.0
15,329234.2,4693275.4,11.0,4.0,0,,1.0,1.0,0.5,90.0
16,329284.2,4693275.4,10.4,4.0,0,,1.0,1.0,0.5,90.0
17,329334.2,4693275.4,10.5,4.0,0,,1.0,1.0,0.5,90.0
18,328034.2,4693325.4,10.2,4.0,0,,1.0,1.0,0.5,90.0
19,328084.2,4693325.4,9.6,4.0,0,,1.0,1.0,0.5,90.0
20,328134.2,4693325.4,9.3,4.0,0,,1.0,1.0,0.5,90.0
21,328184.2,4693325.4,10.4,4.0,0,,1.0,1.0,0.5,90.0
22,328234.2,4693325.4,10.8,4.0,0,,1.0,1.0,0.5,90.0
23,328284.2,4693325.4,10.5,4.0,0,,1.0,1.0,0.5,90.0
24,328334.2,4693325.4,10.8,4.0,0,,1.0,1.0,0.5,90.0
25,328384.2,4693325.4,10.7,4.0,0,,1.0,1.0,0.5,90.0
26,328434.2,4693325.4,9.7,4.0,0,,1.0,1.0,0.5,90.0
27,328484.2,4693325.4,9.3,4.0,0,,1.0,1.0,0.5,90.0
28,328534.2,4693325.4,9.1,4.0,0,,1.0,1.0,0.5,90.0
29,328584.2,4693325.4,8.9,4.0,0,,1.0,1.0,0.5,90.0
30,328884.2,4693325.4,9.1,4.0,0,,1.0,1.0,0.5,90.0
31,328934.2,4693325.4,9.2,4.0,0,,1.0,1.0,0.5,90.0
32,328984.2,4693325.4,9.5,4.0,0,,1.0,1.0,0.5,90.0
33,329034.2,4693325.4,10.0,4.0,0,,1.0,1.0,0.5,90.0
34,329084.2,4693325.4,10.3,4.0,0,,1.0,1.0,0.5,90.0
35,329134.2,4693325.4,10.2,4.0,0,,1.0,1.0,0.5,90.0
36,329184.2,4693325.4,10.7,4.0,0,,1.0,1.0,0.5,90.0
37,329234.2,4693325.4,10.6,4.0,0,,1.0,1.0,0.5,90.0
38,329284.2,4693325.4,10.4,4.0,0,,1.0,1.0,0.5,90.0
39,329334.2,4693325.4,10.5,4.0,0,,1.0,1.0,0.5,90.0
40,327884.2,4693375.4,10.1,4.0,0,,1.0,1.0,0.5,90.0
41,327934.2,4693375.4,10.1,4.0,0,,1.0,1.0,0.5,90.0
42,328134.2,4693375.4,9.2,4.0,0,,1.0,1.0,0.5,90.0
43,328284.2,4693375.4,10.9,4.0,0,,1.0,1.0,0.5,90.0
44,328334.2,4693375.4,10.5,4.0,0,,1.0,1.0,0.5,90.0
45,328384.2,4693375.4,10.3,4.0,0,,1.0,1.0,0.5,90.0
46,328434.2,4693375.4,10.2,4.0,0,,1.0,1.0,0.5,90.0
47,328484.2,4693375.4,9.7,4.0,0,,1.0,1.0,0.5,90.0
48,328534.2,4693375.4,9.3,4.0,0,,1.0,1.0,0.5,90.0
49,328684.2,4693375.4,12.5,4.0,0,,1.0,1.0,0.5,90.0
50,328734.2,4693375.4,8.6,4.0,0,,1.0,1.0,0.5,90.0
51,328784.2,4693375.4,8.8,4.0,0,,1.0,1.0,0.5,90.0
52,328834.2,4693375.4,9.2,4.0,0,,1.0,1.0,0.5,90.0
53,328884.2,4693375.4,9.6,4.0,0,,1.0,1.0,0.5,90.0
54,328934.2,4693375.4,10.4,4.0,0,,1.0,1.0,0.5,90.0
55,328984.2,4693375.4,10.6,4.0,0,,1.0,1.0,0.5,90.0
56,329234.2,4693375.4,11.0,4.0,0,,1.0,1.0,0.5,90.0
57,329284.2,4693375.4,10.8,4.0,0,,1.0,1.0,0.5,90.0
58,327434.2,4693425.4,9.5,4.0,0,,1.0,1.0,0.5,90.0
59,327484.2,4693425.4,9.8,4.0,0,,1.0,1.0,0.5,90.0
60,327534.2,4693425.4,9.5,4.0,0,,1.0,1.0,0.5,90.0
61,327584.2,4693425.4,9.8,4.0,0,,1.0,1.0,0.5,90.0
62,327634.2,4693425.4,10.1,4.0,0,,1.0,1.0,0.5,90.0
63,327684.2,4693425.4,10.9,4.0,0,,1.0,1.0,0.5,90.0
64,327734.2,4693425.4,12.2,4.0,0,,1.0,1.0,0.5,90.0
65,328684.2,4693425.4,8.8,4.0,0,,1.0,1.0,0.5,90.0
66,328734.2,4693425.4,9.4,4.0,0,,1.0,1.0,0.5,90.0
67,328784.2,4693425.4,9.9,4.0,0,,1.0,1.0,0.5,90.0
68,329234.2,4693425.4,11.2,4.0,0,,1.0,1.0,0.5,90.0
69,329284.2,4693425.4,11.3,4.0,0,,1.0,1.0,0.5,90.0
70,326884.2,4693475.4,21.8,4.0,0,,1.0,1.0,0.5,90.0
71,326934.2,4693475.4,18.3,4.0,0,,1.0,1.0,0.5,90.0
72,326984.2,4693475.4,15.9,4.0,0,,1.0,1.0,0.5,90.0
73,327034.2,4693475.4,14.7,4.0,0,,1.0,1.0,0.5,90.0
74,327084.2,4693475.4,14.0,4.0,0,,1.0,1.0,0.5,90.0
75,327134.2,4693475.4,12.8,4.0,0,,1.0,1.0,0.5,90.0
76,327184.2,4693475.4,11.7,4.0,0,,1.0,1.0,0.5,90.0
77,327234.2,4693475.4,10.3,4.0,0,,1.0,1.0,0.5,90.0
78,327284.2,4693475.4,9.4,4.0,0,,1.0,1.0,0.5,90.0
79,327334.2,4693475.4,9.1,4.0,0,,1.0,1.0,0.5,90.0
80,327384.2,4693475.4,8.8,4.0,0,,1.0,1.0,0.5,90.0
81,327434.2,4693475.4,9.7,4.0,0,,1.0,1.0,0.5,90.0
82,327634.2,4693475.4,9.8,4.0,0,,1.0,1.0,0.5,90.0
83,327684.2,4693475.4,10.3,4.0,0,,1.0,1.0,0.5,90.0
84,329234.2,4693475.4,11.1,4.0,0,,1.0,1.0,0.5,90.0
85,329284.2,4693475.4,11.9,4.0,0,,1.0,1.0,0.5,90.0
86,326984.2,4693525.4,15.4,4.0,0,,1.0,1.0,0.5,90.0
87,327084.2,4693525.4,12.9,4.0,0,,1.0,1.0,0.5,90.0
88,327134.2,4693525.4,11.4,4.0,0,,1.0,1.0,0.5,90.0
89,327184.2,4693525.4,10.8,4.0,0,,1.0,1.0,0.5,90.0
90,327234.2,4693525.4,10.4,3.999,0,,1.0,1.0,0.5,90.0
91,329234.2,4693525.4,11.4,4.0,0,,1.0,1.0,0.5,90.0
92,329234.2,4693575.4,10.0,4.0,0,,1.0,1.0,0.5,90.0
93,329184.2,4693625.4,9.4,4.0,0,,1.0,1.0,0.5,90.0
94,329234.2,4693625.4,9.1,4.0,0,,1.0,1.0,0.5,90.0
95,326634.2,4693675.4,26.6,4.0,0,,1.0,1.0,0.5,90.0
96,329184.2,4693675.4,8.3,4.0,0,,1.0,1.0,0.5,90.0
97,329234.2,4693675.4,8.2,4.0,0,,1.0,1.0,0.5,90.0
98,326584.2,4693725.4,21.5,4.0,0,,1.0,1.0,0.5,90.0
99,329134.2,4693725.4,8.7,4.0,0,,1.0,1.0,0.5,90.0
100,329184.2,4693725.4,8.2,4.0,0,,1.0,1.0,0.5,90.0
101,326534.2,4693775.4,17.5,4.0,0,,1.0,1.0,0.5,90.0
102,329134.2,4693775.4,8.2,4.0,0,,1.0,1.0,0.5,90.0
103,329184.2,4693775.4,8.6,4.0,0,,1.0,1.0,0.5,90.0
104,326534.2,4693825.4,16.7,4.0,0,,1.0,1.0,0.5,90.0
105,329134.2,4693825.4,8.6,4.0,0,,1.0,1.0,0.5,90.0
106,329184.2,4693825.4,9.4,4.0,0,,1.0,1.0,0.5,90.0
107,326484.2,4693875.4,14.1,4.0,0,,1.0,1.0,0.5,90.0
108,326534.2,4693875.4,16.1,4.0,0,,1.0,1.0,0.5,90.0
109,329084.2,4693875.4,8.4,4.0,0,,1.0,1.0,0.5,90.0
110,329134.2,4693875.4,9.8,4.0,0,,1.0,1.0,0.5,90.0
111,326434.2,4693925.4,14.7,4.0,0,,1.0,1.0,0.5,90.0
112,326484.2,4693925.4,15.2,4.0,0,,1.0,1.0,0.5,90.0
113,329084.2,4693925.4,9.0,4.0,0,,1.0,1.0,0.5,90.0
114,329134.2,4693925.4,9.0,4.0,0,,1.0,1.0,0.5,90.0
115,326384.2,4693975.4,12.3,4.0,0,,1.0,1.0,0.5,90.0
116,326434.2,4693975.4,13.7,4.0,0,,1.0,1.0,0.5,90.0
117,326484.2,4693975.4,14.7,4.0,0,,1.0,1.0,0.5,90.0
118,329084.2,4693975.4,10.7,4.0,0,,1.0,1.0,0.5,90.0
119,329134.2,4693975.4,10.3,4.0,0,,1.0,1.0,0.5,90.0
120,326384.2,4694025.4,12.1,4.0,0,,1.0,1.0,0.5,90.0
121,326434.2,4694025.4,13.0,4.0,0,,1.0,1.0,0.5,90.0
122,327684.2,4694025.4,18.3,4.0,0,,1.0,1.0,0.5,90.0
123,327734.2,4694025.4,21.7,4.0,0,,1.0,1.0,0.5,90.0
124,327784.2,4694025.4,21.3,4.0,0,,1.0,1.0,0.5,90.0
125,327834.2,4694025.4,19.7,4.0,0,,1.0,1.0,0.5,90.0
126,328984.2,4694025.4,9.3,4.0,0,,1.0,1.0,0.5,90.0
127,329034.2,4694025.4,10.0,4.0,0,,1.0,1.0,0.5,90.0
128,329084.2,4694025.4,10.7,4.0,0,,1.0,1.0,0.5,90.0
129,329134.2,4694025.4,11.0,4.0,0,,1.0,1.0,0.5,90.0
130,326384.2,4694075.4,16.4,4.0,0,,1.0,1.0,0.5,90.0
131,327534.2,4694075.4,14.6,3.997,0,,0.999,1.0,0.5,90.0
132,327584.2,4694075.4,19.5,3.998,0,,1.0,1.0,0.5,90.0
133,327634.2,4694075.4,24.1,3.999,0,,1.0,1.0,0.5,90.0
134,327884.2,4694075.4,25.5,4.0,0,,1.0,1.0,0.5,90.0
135,328734.2,4694075.4,8.4,4.0,0,,1.0,1.0,0.5,90.0
136,328784.2,4694075.4,8.3,4.0,0,,1.0,1.0,0.5,90.0
137,328834.2,4694075.4,9.5,4.0,0,,1.0,1.0,0.5,90.0
138,328884.2,4694075.4,10.6,4.0,0,,1.0,1.0,0.5,90.0
139,328934.2,4694075.4,10.2,4.0,0,,1.0,1.0,0.5,90.0
140,328984.2,4694075.4,9.1,4.0,0,,1.0,1.0,0.5,90.0
141,329034.2,4694075.4,9.4,4.0,0,,1.0,1.0,0.5,90.0
142,329084.2,4694075.4,9.7,4.0,0,,1.0,1.0,0.5,90.0
143,326334.2,4694125.4,18.7,4.0,0,,1.0,1.0,0.5,90.0
144,327484.2,4694125.4,16.5,4.0,0,,1.0,1.0,0.5,90.0
145,327534.2,4694125.4,19.7,4.0,0,,1.0,1.0,0.5,90.0
146,327584.2,4694125.4,26.2,4.0,0,,1.0,1.0,0.5,90.0
147,328734.2,4694125.4,8.5,4.0,0,,1.0,1.0,0.5,90.0
148,328784.2,4694125.4,9.2,4.0,0,,1.0,1.0,0.5,90.0
149,328834.2,4694125.4,9.0,4.0,0,,1.0,1.0,0.5,90.0
150,328884.2,4694125.4,10.1,4.0,0,,1.0,1.0,0.5,90.0
151,326284.2,4694175.4,22.6,4.0,0,,1.0,1.0,0.5,90.0
152,327484.2,4694175.4,22.5,4.0,0,,1.0,1.0,0.5,90.0
153,327534.2,4694175.4,28.9,4.0,0,,1.0,1.0,0.5,90.0
154,328684.2,4694175.4,11.3,4.0,0,,1.0,1.0,0.5,90.0
155,327434.2,4694225.4,26.0,4.0,0,,1.0,1.0,0.5,90.0
156,327484.2,4694225.4,32.1,4.0,0,,1.0,1.0,0.5,90.0
157,327534.2,4694225.4,41.9,4.0,0,,1.0,1.0,0.5,90.0
158,328634.2,4694225.4,11.2,4.0,0,,1.0,1.0,0.5,90.0
159,328684.2,4694225.4,11.3,4.0,0,,1.0,1.0,0.5,90.0
160,326184.2,4694275.4,18.6,4.0,0,,1.0,1.0,0.5,90.0
161,327484.2,4694275.4,44.9,4.0,0,,1.0,1.0,0.5,90.0
162,328584.2,4694275.4,11.5,4.0,0,,1.0,1.0,0.5,90.0
163,328634.2,4694275.4,11.7,4.0,0,,1.0,1.0,0.5,90.0
164,328684.2,4694275.4,11.7,4.0,0,,1.0,1.0,0.5,90.0
165,326084.2,4694325.4,14.6,4.0,0,,1.0,1.0,0.5,90.0
166,326134.2,4694325.4,14.6,4.0,0,,1.0,1.0,0.5,90.0
167,327284.2,4694325.4,24.4,4.0,0,,1.0,1.0,0.5,90.0
168,328634.2,4694325.4,20.0,4.0,0,,1.0,1.0,0.5,90.0
169,328684.2,4694325.4,23.9,4.0,0,,1.0,1.0,0.5,90.0
170,328734.2,4694325.4,30.0,4.0,0,,1.0,1.0,0.5,90.0
171,326084.2,4694375.4,14.6,4.0,0,,1.0,1.0,0.5,90.0
172,327234.2,4694375.4,23.3,4.0,0,,1.0,1.0,0.5,90.0
173,327284.2,4694375.4,30.0,4.0,0,,1.0,1.0,0.5,90.0
174,328134.2,4694375.4,12.3,4.0,0,,1.0,1.0,0.5,90.0
175,328284.2,4694375.4,12.1,4.0,0,,1.0,1.0,0.5,90.0
176,328334.2,4694375.4,12.1,4.0,0,,1.0,1.0,0.5,90.0
177,328384.2,4694375.4,13.5,4.0,0,,1.0,1.0,0.5,90.0
178,328434.2,4694375.4,15.6,4.0,0,,1.0,1.0,0.5,90.0
179,326034.2,4694425.4,13.6,4.0,0,,1.0,1.0,0.5,90.0
180,327234.2,4694425.4,27.4,4.0,0,,1.0,1.0,0.5,90.0
181,328084.2,4694425.4,14.5,4.0,0,,1.0,1.0,0.5,90.0
182,328134.2,4694425.4,12.7,4.0,0,,1.0,1.0,0.5,90.0
183,328184.2,4694425.4,12.8,4.0,0,,1.0,1.0,0.5,90.0
184,328234.2,4694425.4,14.2,4.0,0,,1.0,1.0,0.5,90.0
185,325984.2,4694475.4,14.5,4.0,0,,1.0,1.0,0.5,90.0
186,327234.2,4694475.4,32.7,4.0,0,,1.0,1.0,0.5,90.0
187,325934.2,4694525.4,15.4,4.0,0,,1.0,1.0,0.5,90.0
188,326634.2,4694525.4,26.2,3.997,0,,0.999,1.0,0.5,90.0
189,327234.2,4694525.4,40.4,4.0,0,,1.0,1.0,0.5,90.0
190,327584.2,4694525.4,72.2,4.0,0,,1.0,1.0,0.5,90.0
191,328884.2,4694525.4,29.7,4.0,0,,1.0,1.0,0.5,90.0
192,325884.2,4694575.4,17.0,4.0,0,,1.0,1.0,0.5,90.0
193,325934.2,4694575.4,16.4,4.0,0,,1.0,1.0,0.5,90.0
194,328884.2,4694575.4,27.9,4.0,0,,1.0,1.0,0.5,90.0
195,325834.2,4694625.4,22.0,4.0,0,,1.0,1.0,0.5,90.0
196,325884.2,4694625.4,19.9,4.0,0,,1.0,1.0,0.5,90.0
197,327784.2,4694625.4,29.5,4.0,0,,1.0,1.0,0.5,90.0
198,328884.2,4694625.4,28.0,4.0,0,,1.0,1.0,0.5,90.0
199,328934.2,4694625.4,25.4,4.0,0,,1.0,1.0,0.5,90.0
200,325834.2,4694675.4,23.5,4.0,0,,1.0,1.0,0.5,90.0
201,327084.2,4694675.4,48.4,4.0,0,,1.0,1.0,0.5,90.0
202,327184.2,4694675.4,50.1,4.0,0,,1.0,1.0,0.5,90.0
203,327234.2,4694675.4,58.3,3.998,0,,0.999,1.0,0.5,90.0
204,327784.2,4694675.4,27.9,4.0,0,,1.0,1.0,0.5,90.0
205,326984.2,4694725.4,57.6,4.0,0,,1.0,1.0,0.5,90.0
206,329034.2,4694775.4,11.8,4.0,0,,1.0,1.0,0.5,90.0
207,329034.2,4694825.4,12.1,4.0,0,,1.0,1.0,0.5,90.0
208,325684.2,4694875.4,26.8,4.0,0,,1.0,1.0,0.5,90.0
209,329034.2,4694875.4,12.4,4.0,0,,1.0,1.0,0.5,90.0
210,329084.2,4694875.4,12.6,4.0,0,,1.0,1.0,0.5,90.0
211,329034.2,4694925.4,12.5,4.0,0,,1.0,1.0,0.5,90.0
212,329084.2,4694925.4,11.8,4.0,0,,1.0,1.0,0.5,90.0
213,329084.2,4694975.4,11.2,4.0,0,,1.0,1.0,0.5,90.0
214,329134.2,4694975.4,11.1,4.0,0,,1.0,1.0,0.5,90.0
215,329084.2,4695025.4,10.4,4.0,0,,1.0,1.0,0.5,90.0
216,329134.2,4695025.4,10.3,4.0,0,,1.0,1.0,0.5,90.0
217,329134.2,4695075.4,9.8,4.0,0,,1.0,1.0,0.5,90.0
218,329184.2,4695075.4,10.5,4.0,0,,1.0,1.0,0.5,90.0
219,329134.2,4695125.4,9.3,4.0,0,,1.0,1.0,0.5,90.0
220,329184.2,4695125.4,10.8,4.0,0,,1.0,1.0,0.5,90.0
221,327884.2,4695175.4,16.5,4.0,0,,1.0,1.0,0.5,90.0
222,329134.2,4695175.4,8.9,4.0,0,,1.0,1.0,0.5,90.0
223,329184.2,4695175.4,10.1,4.0,0,,1.0,1.0,0.5,90.0
224,329234.2,4695175.4,11.0,4.0,0,,1.0,1.0,0.5,90.0
225,329234.2,4695225.4,3.4,4.0,0,,1.0,1.0,0.5,90.0
226,329284.2,4695225.4,-3.8,4.0,0,,1.0,1.0,0.5,90.0
227,329234.2,4695275.4,-2.4,4.0,0,,1.0,1.0,0.5,90.0
228,329284.2,4695275.4,-4.3,4.0,0,,1.0,1.0,0.5,90.0
229,329234.2,4695325.4,-4.4,4.0,0,,1.0,1.0,0.5,90.0
230,329284.2,4695325.4,-5.2,4.0,0,,1.0,1.0,0.5,90.0
231,329234.2,4695375.4,-3.6,4.0,0,,1.0,1.0,0.5,90.0
232,329284.2,4695375.4,-3.3,4.0,0,,1.0,1.0,0.5,90.0
233,327434.2,4695425.4,51.4,4.0,0,,1.0,1.0,0.5,90.0
234,329234.2,4695425.4,-5.0,4.0,0,,1.0,1.0,0.5,90.0
235,329284.2,4695425.4,-4.5,4.0,0,,1.0,1.0,0.5,90.0
236,325234.2,4695475.4,27.2,4.0,0,,1.0,1.0,0.5,90.0
237,329184.2,4695475.4,-4.3,4.0,0,,1.0,1.0,0.5,90.0
238,329234.2,4695475.4,-5.0,4.0,0,,1.0,1.0,0.5,90.0
239,325184.2,4695525.4,25.6,4.0,0,,1.0,1.0,0.5,90.0
240,325234.2,4695525.4,26.8,4.0,0,,1.0,1.0,0.5,90.0
241,325284.2,4695525.4,26.5,4.0,0,,1.0,1.0,0.5,90.0
242,325434.2,4695525.4,26.2,4.0,0,,1.0,1.0,0.5,90.0
243,329184.2,4695525.4,-5.6,4.0,0,,1.0,1.0,0.5,90.0
244,329234.2,4695525.4,-4.5,4.0,0,,1.0,1.0,0.5,90.0
245,325184.2,4695575.4,25.7,4.0,0,,1.0,1.0,0.5,90.0
246,325334.2,4695575.4,25.1,4.0,0,,1.0,1.0,0.5,90.0
247,329184.2,4695575.4,-5.1,4.0,0,,1.0,1.0,0.5,90.0
248,329234.2,4695575.4,-4.7,4.0,0,,1.0,1.0,0.5,90.0
249,329134.2,4695625.4,-3.3,4.0,0,,1.0,1.0,0.5,90.0
250,329184.2,4695625.4,-4.1,4.0,0,,1.0,1.0,0.5,90.0
251,329134.2,4695675.4,-0.5,3.996,0,,0.999,1.0,0.5,90.0
252,329184.2,4695675.4,-1.1,4.0,0,,1.0,1.0,0.5,90.0
253,329134.2,4695725.4,-0.5,4.0,0,,1.0,1.0,0.5,90.0
254,329184.2,4695725.4,-0.6,4.0,0,,1.0,1.0,0.5,90.0
255,325034.2,4695775.4,25.6,4.0,0,,1.0,1.0,0.5,90.0
256,329084.2,4695775.4,1.4,4.0,0,,1.0,1.0,0.5,90.0
257,329134.2,4695775.4,-0.9,4.0,0,,1.0,1.0,0.5,90.0
258,324984.2,4695825.4,26.4,4.0,0,,1.0,1.0,0.5,90.0
259,328984.2,4695825.4,0.7,4.0,0,,1.0,1.0,0.5,90.0
260,329034.2,4695825.4,3.2,4.0,0,,1.0,1.0,0.5,90.0
261,329084.2,4695825.4,3.1,4.0,0,,1.0,1.0,0.5,90.0
262,329134.2,4695825.4,0.4,4.0,0,,1.0,1.0,0.5,90.0
263,327384.2,4695875.4,70.1,4.0,0,,1.0,1.0,0.5,90.0
264,327634.2,4695875.4,17.9,4.0,0,,1.0,1.0,0.5,90.0
265,328384.2,4695875.4,12.6,4.0,0,,1.0,1.0,0.5,90.0
266,328934.2,4695875.4,-0.4,4.0,0,,1.0,1.0,0.5,90.0
267,328984.2,4695875.4,1.0,4.0,0,,1.0,1.0,0.5,90.0
268,329034.2,4695875.4,1.6,4.0,0,,1.0,1.0,0.5,90.0
269,329084.2,4695875.4,3.1,4.0,0,,1.0,1.0,0.5,90.0
270,329134.2,4695875.4,3.5,4.0,0,,1.0,1.0,0.5,90.0
271,327384.2,4695925.4,61.3,4.0,0,,1.0,1.0,0.5,90.0
272,327584.2,4695925.4,23.9,4.0,0,,1.0,1.0,0.5,90.0
273,327634.2,4695925.4,20.4,4.0,0,,1.0,1.0,0.5,90.0
274,327684.2,4695925.4,18.4,3.996,0,,0.999,1.0,0.5,90.0
275,328084.2,4695925.4,17.8,4.0,0,,1.0,1.0,0.5,90.0
276,328784.2,4695925.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
277,328834.2,4695925.4,-0.9,4.0,0,,1.0,1.0,0.5,90.0
278,328884.2,4695925.4,-0.7,4.0,0,,1.0,1.0,0.5,90.0
279,328934.2,4695925.4,-0.8,4.0,0,,1.0,1.0,0.5,90.0
280,328984.2,4695925.4,0.5,4.0,0,,1.0,1.0,0.5,90.0
281,329034.2,4695925.4,0.8,4.0,0,,1.0,1.0,0.5,90.0
282,327634.2,4695975.4,19.7,4.0,0,,1.0,1.0,0.5,90.0
283,328784.2,4695975.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
284,328834.2,4695975.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
285,328884.2,4695975.4,-0.8,4.0,0,,1.0,1.0,0.5,90.0
286,328934.2,4695975.4,-0.8,4.0,0,,1.0,1.0,0.5,90.0
287,328684.2,4696025.4,-0.9,4.0,0,,1.0,1.0,0.5,90.0
288,328734.2,4696025.4,-0.4,4.0,0,,1.0,1.0,0.5,90.0
289,328784.2,4696025.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
290,328834.2,4696025.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
291,328884.2,4696025.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
292,324834.2,4696075.4,21.2,4.0,0,,1.0,1.0,0.5,90.0
293,328634.2,4696075.4,-0.6,4.0,0,,1.0,1.0,0.5,90.0
294,328684.2,4696075.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
295,328734.2,4696075.4,-0.5,4.0,0,,1.0,1.0,0.5,90.0
296,328784.2,4696075.4,-0.7,4.0,0,,1.0,1.0,0.5,90.0
297,324834.2,4696125.4,18.1,4.0,0,,1.0,1.0,0.5,90.0
298,324884.2,4696125.4,18.7,4.0,0,,1.0,1.0,0.5,90.0
299,325084.2,4696125.4,16.8,4.0,0,,1.0,1.0,0.5,90.0
300,327684.2,4696125.4,15.7,4.0,0,,1.0,1.0,0.5,90.0
301,327884.2,4696125.4,1.9,4.0,0,,1.0,1.0,0.5,90.0
302,328534.2,4696125.4,-0.4,4.0,0,,1.0,1.0,0.5,90.0
303,328584.2,4696125.4,-0.1,4.0,0,,1.0,1.0,0.5,90.0
304,328634.2,4696125.4,0.1,4.0,0,,1.0,1.0,0.5,90.0
305,328684.2,4696125.4,-0.4,4.0,0,,1.0,1.0,0.5,90.0
306,328734.2,4696125.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
307,324784.2,4696175.4,16.3,4.0,0,,1.0,1.0,0.5,90.0
308,324834.2,4696175.4,16.9,4.0,0,,1.0,1.0,0.5,90.0
309,327684.2,4696175.4,13.5,4.0,0,,1.0,1.0,0.5,90.0
310,327734.2,4696175.4,15.1,4.0,0,,1.0,1.0,0.5,90.0
311,327784.2,4696175.4,9.3,4.0,0,,1.0,1.0,0.5,90.0
312,327834.2,4696175.4,0.1,4.0,0,,1.0,1.0,0.5,90.0
313,327884.2,4696175.4,-0.8,4.0,0,,1.0,1.0,0.5,90.0
314,327934.2,4696175.4,-0.2,4.0,0,,1.0,1.0,0.5,90.0
315,327984.2,4696175.4,-0.5,4.0,0,,1.0,1.0,0.5,90.0
316,328034.2,4696175.4,0.1,4.0,0,,1.0,1.0,0.5,90.0
317,328384.2,4696175.4,-0.5,4.0,0,,1.0,1.0,0.5,90.0
318,328534.2,4696175.4,-0.8,4.0,0,,1.0,1.0,0.5,90.0
319,328584.2,4696175.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
320,328634.2,4696175.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
321,328684.2,4696175.4,-0.9,4.0,0,,1.0,1.0,0.5,90.0
322,324784.2,4696225.4,15.5,4.0,0,,1.0,1.0,0.5,90.0
323,327584.2,4696225.4,14.8,4.0,0,,1.0,1.0,0.5,90.0
324,327684.2,4696225.4,13.8,4.0,0,,1.0,1.0,0.5,90.0
325,327734.2,4696225.4,13.9,4.0,0,,1.0,1.0,0.5,90.0
326,327934.2,4696225.4,-0.9,4.0,0,,1.0,1.0,0.5,90.0
327,327984.2,4696225.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
328,328034.2,4696225.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
329,328084.2,4696225.4,-0.9,4.0,0,,1.0,1.0,0.5,90.0
330,328134.2,4696225.4,-0.8,4.0,0,,1.0,1.0,0.5,90.0
331,328184.2,4696225.4,0.6,4.0,0,,1.0,1.0,0.5,90.0
332,328334.2,4696225.4,-0.7,4.0,0,,1.0,1.0,0.5,90.0
333,328384.2,4696225.4,-0.9,4.0,0,,1.0,1.0,0.5,90.0
334,328434.2,4696225.4,0.6,4.0,0,,1.0,1.0,0.5,90.0
335,328484.2,4696225.4,-0.2,4.0,0,,1.0,1.0,0.5,90.0
336,328534.2,4696225.4,-0.0,4.0,0,,1.0,1.0,0.5,90.0
337,328584.2,4696225.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
338,324734.2,4696275.4,13.7,4.0,0,,1.0,1.0,0.5,90.0
339,324784.2,4696275.4,14.4,4.0,0,,1.0,1.0,0.5,90.0
340,324834.2,4696275.4,15.0,4.0,0,,1.0,1.0,0.5,90.0
341,324884.2,4696275.4,15.1,3.997,0,,0.999,1.0,0.5,90.0
342,327584.2,4696275.4,16.1,4.0,0,,1.0,1.0,0.5,90.0
343,327634.2,4696275.4,16.9,4.0,0,,1.0,1.0,0.5,90.0
344,328034.2,4696275.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
345,328084.2,4696275.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
346,328134.2,4696275.4,-1.0,4.0,0,,1.0,1.0,0.5,90.0
