rank,x0_utm,y0_utm,zmean_ft,ponding_ft,basins,mean_pci,s_pond,s_basin_deficit,s_pci,priority
3794,328184.2,4695025.4,16.9,1.585,2,,0.396,0.333,0.5,39.8
3795,326834.2,4694775.4,74.8,0.692,0,94.7,0.173,1.0,0.053,39.7
3796,327134.2,4695725.4,128.0,0.0,0,51.3,0.0,1.0,0.487,39.7
3797,325934.2,4696475.4,42.8,0.315,0,71.8,0.079,1.0,0.282,39.6
3798,324784.2,4697225.4,43.4,1.566,2,,0.392,0.333,0.5,39.6
3799,328384.2,4693625.4,14.8,1.563,2,,0.391,0.333,0.5,39.5
3800,328734.2,4695175.4,11.7,1.15,1,,0.287,0.5,0.5,39.4
3801,325084.2,4696575.4,46.1,1.553,2,,0.388,0.333,0.5,39.4
3802,328084.2,4693475.4,9.5,1.143,1,,0.286,0.5,0.5,39.3
3803,328384.2,4694225.4,13.2,1.544,2,,0.386,0.333,0.5,39.3
3804,326084.2,4695025.4,80.1,0.0,0,53.4,0.0,1.0,0.466,39.3
3805,327534.2,4695125.4,31.2,1.548,2,,0.387,0.333,0.5,39.3
3806,327884.2,4695975.4,17.9,1.548,2,,0.387,0.333,0.5,39.3
3807,326584.2,4695175.4,85.1,0.108,0,61.0,0.027,1.0,0.39,39.2
3808,325934.2,4695425.4,60.1,0.0,0,53.9,0.0,1.0,0.461,39.2
3809,326334.2,4694825.4,88.9,0.0,0,54.4,0.0,1.0,0.456,39.1
3810,327234.2,4694925.4,85.9,0.0,0,54.6,0.0,1.0,0.454,39.1
3811,327884.2,4694725.4,26.6,1.123,1,,0.281,0.5,0.5,39.0
3812,326134.2,4695275.4,98.0,0.56,0,90.0,0.14,1.0,0.1,39.0
3813,325384.2,4696125.4,31.3,1.117,1,,0.279,0.5,0.5,39.0
3814,326984.2,4695725.4,96.1,0.102,0,62.0,0.025,1.0,0.38,38.9
3815,326434.2,4695775.4,43.7,0.136,0,64.1,0.034,1.0,0.359,38.9
3816,328184.2,4695775.4,16.2,1.831,4,,0.458,0.2,0.5,38.9
3817,328334.2,4695825.4,19.0,1.915,5,,0.479,0.167,0.5,38.9
3818,326334.2,4694475.4,18.8,0.481,0,86.1,0.12,1.0,0.139,38.8
3819,326984.2,4694525.4,45.5,0.0,0,56.1,0.0,1.0,0.439,38.8
3820,326934.2,4694525.4,47.1,0.173,0,67.4,0.043,1.0,0.326,38.7
3821,327434.2,4695225.4,40.1,1.097,1,,0.274,0.5,0.5,38.7
3822,325984.2,4695775.4,39.1,2.288,4,79.8,0.572,0.2,0.202,38.7
3823,326934.2,4695975.4,98.6,0.0,0,56.3,0.0,1.0,0.437,38.7
3824,326284.2,4696025.4,44.9,0.0,0,57.2,0.0,1.0,0.428,38.6
3825,325984.2,4696175.4,45.5,0.419,0,83.0,0.105,1.0,0.17,38.6
3826,326984.2,4695875.4,106.3,0.0,0,57.3,0.0,1.0,0.427,38.5
3827,326134.2,4696175.4,45.0,0.15,0,67.0,0.038,1.0,0.33,38.5
3828,326234.2,4694725.4,52.5,0.288,0,76.0,0.072,1.0,0.24,38.4
3829,328034.2,4693625.4,8.9,1.062,1,,0.265,0.5,0.5,38.3
3830,326384.2,4694675.4,57.2,0.005,0,58.9,0.001,1.0,0.411,38.3
3831,326184.2,4695375.4,85.0,0.169,0,69.0,0.042,1.0,0.31,38.3
3832,327334.2,4695625.4,96.8,1.064,1,,0.266,0.5,0.5,38.3
3833,328134.2,4693775.4,9.1,1.857,5,,0.464,0.167,0.5,38.2
3834,326734.2,4694375.4,18.4,0.388,0,83.5,0.097,1.0,0.165,38.2
3835,326284.2,4695425.4,63.6,2.092,4,69.8,0.523,0.2,0.302,38.2
3836,326934.2,4695875.4,93.3,0.0,0,59.2,0.0,1.0,0.408,38.2
3837,325884.2,4695925.4,41.7,2.052,2,87.4,0.513,0.333,0.126,38.2
3838,324734.2,4697225.4,36.7,1.989,8,,0.497,0.111,0.5,38.2
3839,326634.2,4694875.4,94.9,0.549,0,94.4,0.137,1.0,0.056,38.0
3840,326284.2,4695175.4,122.9,0.0,0,60.1,0.0,1.0,0.399,38.0
3841,326184.2,4695925.4,39.2,2.228,5,74.9,0.557,0.167,0.251,37.9
3842,326634.2,4695975.4,54.7,0.493,0,91.2,0.123,1.0,0.088,37.9
3843,327084.2,4695775.4,122.5,0.0,0,60.9,0.0,1.0,0.391,37.8
3844,325584.2,4696425.4,38.9,1.825,5,,0.456,0.167,0.5,37.8
3845,328284.2,4695025.4,19.3,1.014,1,,0.253,0.5,0.5,37.7
3846,326584.2,4695875.4,55.8,0.004,0,61.7,0.001,1.0,0.383,37.7
3847,325834.2,4694975.4,42.3,0.0,0,62.2,0.0,1.0,0.378,37.6
3848,327084.2,4695625.4,110.2,0.0,0,62.2,0.0,1.0,0.378,37.6
3849,327034.2,4695825.4,114.7,0.0,0,62.1,0.0,1.0,0.379,37.6
3850,325184.2,4695925.4,23.1,1.607,3,,0.402,0.25,0.5,37.6
3851,325784.2,4696325.4,64.5,0.0,0,62.1,0.0,1.0,0.379,37.6
3852,325534.2,4696425.4,39.6,1.906,7,,0.476,0.125,0.5,37.6
3853,327084.2,4695675.4,119.0,0.0,0,62.3,0.0,1.0,0.377,37.5
3854,328634.2,4695725.4,9.4,1.0,1,,0.25,0.5,0.5,37.5
3855,325634.2,4695875.4,27.6,1.398,2,,0.349,0.333,0.5,37.5
3856,326834.2,4695075.4,87.0,0.0,0,63.0,0.0,1.0,0.37,37.4
3857,326734.2,4695625.4,52.9,0.226,0,76.9,0.056,1.0,0.231,37.4
3858,327034.2,4695775.4,111.3,0.0,0,63.0,0.0,1.0,0.37,37.4
3859,326434.2,4694825.4,101.1,0.0,0,63.5,0.0,1.0,0.365,37.3
3860,326884.2,4695225.4,60.3,1.383,2,,0.346,0.333,0.5,37.3
3861,325934.2,4695575.4,51.4,0.02,0,64.7,0.005,1.0,0.353,37.3
3862,326384.2,4695925.4,39.3,2.289,5,81.3,0.572,0.167,0.187,37.3
3863,325934.2,4696375.4,45.7,1.507,2,57.5,0.377,0.333,0.425,37.3
3864,326734.2,4695025.4,87.1,0.37,0,87.1,0.092,1.0,0.129,37.2
3865,326434.2,4695075.4,116.8,0.121,0,71.8,0.03,1.0,0.282,37.2
3866,326934.2,4695075.4,84.3,0.0,0,64.2,0.0,1.0,0.358,37.2
3867,325984.2,4695575.4,52.3,0.322,0,84.3,0.08,1.0,0.157,37.2
3868,326334.2,4695575.4,50.8,0.0,0,64.2,0.0,1.0,0.358,37.2
3869,327134.2,4695625.4,119.9,0.0,0,63.8,0.0,1.0,0.362,37.2
3870,326134.2,4694675.4,33.5,0.258,0,80.5,0.065,1.0,0.195,37.1
3871,327434.2,4695275.4,43.2,0.968,1,,0.242,0.5,0.5,37.1
3872,325734.2,4695425.4,44.5,0.128,0,72.3,0.032,1.0,0.277,37.1
3873,327684.2,4695525.4,45.5,0.968,1,,0.242,0.5,0.5,37.1
3874,327084.2,4695825.4,125.6,0.0,0,64.5,0.0,1.0,0.355,37.1
3875,326334.2,4694675.4,56.7,0.0,0,65.2,0.0,1.0,0.348,37.0
3876,325884.2,4695375.4,62.4,0.0,0,65.2,0.0,1.0,0.348,37.0
3877,326034.2,4695925.4,46.8,0.076,0,69.8,0.019,1.0,0.302,37.0
3878,328834.2,4695275.4,9.0,0.952,1,,0.238,0.5,0.5,36.9
3879,325634.2,4695625.4,31.9,0.2,0,78.2,0.05,1.0,0.218,36.9
3880,327134.2,4695775.4,129.5,0.0,0,65.7,0.0,1.0,0.343,36.9
3881,325234.2,4696125.4,26.9,0.948,1,,0.237,0.5,0.5,36.9
3882,326784.2,4695925.4,68.6,0.239,0,81.0,0.06,1.0,0.19,36.8
3883,324784.2,4697075.4,55.7,1.546,3,,0.386,0.25,0.5,36.8
3884,327684.2,4694675.4,58.1,0.934,1,,0.233,0.5,0.5,36.7
3885,325684.2,4696425.4,40.6,1.338,2,,0.335,0.333,0.5,36.7
3886,326334.2,4694775.4,76.3,0.35,0,89.0,0.088,1.0,0.11,36.6
3887,326784.2,4694775.4,78.9,0.449,0,95.0,0.112,1.0,0.05,36.6
3888,327834.2,4694825.4,28.1,1.531,3,,0.383,0.25,0.5,36.6
3889,326134.2,4695075.4,89.9,0.187,0,78.9,0.047,1.0,0.211,36.6
3890,326134.2,4696275.4,42.8,0.208,0,80.3,0.052,1.0,0.197,36.6
3891,328334.2,4694225.4,13.8,1.318,2,,0.33,0.333,0.5,36.5
3892,326484.2,4695025.4,113.9,0.435,0,94.5,0.109,1.0,0.055,36.5
3893,328134.2,4695125.4,13.7,0.923,1,,0.231,0.5,0.5,36.5
3894,325084.2,4695875.4,25.3,1.778,6,,0.445,0.143,0.5,36.5
3895,327034.2,4695875.4,120.6,0.0,0,67.4,0.0,1.0,0.326,36.5
3896,325784.2,4696475.4,38.2,2.355,5,89.9,0.589,0.167,0.101,36.5
3897,327084.2,4695025.4,83.0,0.237,0,83.0,0.059,1.0,0.17,36.4
3898,327034.2,4695725.4,109.0,0.0,0,68.1,0.0,1.0,0.319,36.4
3899,326384.2,4694925.4,118.6,0.0,0,68.4,0.0,1.0,0.316,36.3
3900,326834.2,4695875.4,70.4,2.199,3,93.3,0.55,0.25,0.067,36.3
3901,326334.2,4696225.4,44.9,0.313,0,87.9,0.078,1.0,0.121,36.3
3902,326284.2,4695075.4,129.6,0.0,0,69.2,0.0,1.0,0.308,36.2
3903,326084.2,4695775.4,39.4,1.895,3,75.0,0.474,0.25,0.25,36.2
3904,326284.2,4696225.4,39.8,1.855,2,85.1,0.464,0.333,0.149,36.2
3905,326284.2,4695225.4,111.3,0.0,0,69.4,0.0,1.0,0.306,36.1
3906,328184.2,4695625.4,9.6,0.885,1,,0.221,0.5,0.5,36.1
3907,325934.2,4695825.4,38.7,2.206,7,75.9,0.551,0.125,0.241,36.1
3908,325634.2,4696275.4,53.3,0.0,0,69.6,0.0,1.0,0.304,36.1
3909,324834.2,4696775.4,70.2,1.286,2,,0.322,0.333,0.5,36.1
3910,326684.2,4694725.4,85.5,0.0,0,69.9,0.0,1.0,0.301,36.0
3911,326384.2,4694975.4,128.4,0.0,0,69.8,0.0,1.0,0.302,36.0
3912,326434.2,4694975.4,129.9,0.0,0,70.0,0.0,1.0,0.3,36.0
3913,325984.2,4694975.4,53.9,0.009,0,71.1,0.002,1.0,0.289,35.9
3914,326884.2,4695175.4,68.6,0.284,0,88.2,0.071,1.0,0.118,35.9
3915,327184.2,4694975.4,79.5,0.192,0,83.0,0.048,1.0,0.17,35.8
3916,325884.2,4695425.4,60.3,0.0,0,71.1,0.0,1.0,0.289,35.8
3917,326634.2,4695675.4,48.5,1.589,2,70.2,0.397,0.333,0.298,35.8
3918,327884.2,4695775.4,20.7,1.261,2,,0.315,0.333,0.5,35.8
3919,327834.2,4696025.4,18.0,0.863,1,,0.216,0.5,0.5,35.8
3920,327134.2,4695525.4,101.4,0.0,0,71.5,0.0,1.0,0.285,35.7
3921,327034.2,4695625.4,97.1,0.18,0,83.0,0.045,1.0,0.17,35.7
3922,328034.2,4693475.4,10.0,1.251,2,,0.313,0.333,0.5,35.6
3923,326734.2,4695075.4,89.0,0.0,0,72.0,0.0,1.0,0.28,35.6
3924,325784.2,4695375.4,48.5,0.222,0,86.1,0.056,1.0,0.139,35.6
3925,326634.2,4695875.4,57.5,0.141,0,80.7,0.035,1.0,0.193,35.6
3926,326084.2,4696175.4,44.6,0.157,0,81.6,0.039,1.0,0.184,35.6
3927,326284.2,4696175.4,41.8,1.334,1,80.6,0.333,0.5,0.194,35.6
3928,326234.2,4695125.4,124.8,0.0,0,72.4,0.0,1.0,0.276,35.5
3929,326634.2,4695125.4,87.8,0.0,0,72.4,0.0,1.0,0.276,35.5
3930,325734.2,4695975.4,39.6,1.557,4,,0.389,0.2,0.5,35.5
3931,325784.2,4696425.4,43.7,2.022,6,70.5,0.505,0.143,0.295,35.5
3932,326584.2,4695125.4,90.7,0.025,0,74.5,0.006,1.0,0.255,35.4
3933,325634.2,4695425.4,36.1,0.358,0,95.5,0.09,1.0,0.045,35.4
3934,326434.2,4695025.4,126.2,0.0,0,73.6,0.0,1.0,0.264,35.3
3935,326234.2,4695775.4,42.7,0.097,0,79.5,0.024,1.0,0.205,35.3
3936,326934.2,4695775.4,85.2,1.544,2,70.1,0.386,0.333,0.299,35.3
3937,326234.2,4695825.4,42.0,0.061,0,77.4,0.015,1.0,0.226,35.3
3938,326334.2,4696025.4,44.9,0.0,0,73.4,0.0,1.0,0.266,35.3
3939,326884.2,4694575.4,56.3,0.0,0,74.1,0.0,1.0,0.259,35.2
3940,326284.2,4694725.4,59.8,0.021,0,75.4,0.005,1.0,0.246,35.2
3941,327034.2,4695025.4,95.1,0.0,0,74.1,0.0,1.0,0.259,35.2
3942,326784.2,4695075.4,88.0,0.0,0,74.2,0.0,1.0,0.258,35.2
3943,325834.2,4695525.4,50.1,0.024,0,75.5,0.006,1.0,0.245,35.2
3944,326784.2,4695625.4,54.6,1.181,1,72.8,0.295,0.5,0.272,35.2
3945,325934.2,4695925.4,45.2,0.242,0,89.0,0.061,1.0,0.11,35.2
3946,326234.2,4695925.4,39.5,1.977,5,72.8,0.494,0.167,0.272,35.2
3947,325584.2,4696275.4,53.0,0.0,0,74.0,0.0,1.0,0.26,35.2
3948,327084.2,4694875.4,99.4,0.0,0,74.4,0.0,1.0,0.256,35.1
3949,328734.2,4695275.4,9.1,1.205,2,,0.301,0.333,0.5,35.1
3950,326384.2,4695325.4,70.0,1.41,3,,0.352,0.25,0.5,35.1
3951,326084.2,4695475.4,68.1,0.003,0,74.5,0.001,1.0,0.255,35.1
3952,326184.2,4695675.4,43.2,1.21,2,,0.302,0.333,0.5,35.1
3953,326234.2,4695975.4,40.8,1.344,1,83.7,0.336,0.5,0.163,35.1
3954,326484.2,4696025.4,46.7,0.161,0,84.6,0.04,1.0,0.154,35.1
3955,326484.2,4696175.4,54.1,0.0,0,74.7,0.0,1.0,0.253,35.1
3956,326284.2,4694675.4,54.5,0.0,0,75.0,0.0,1.0,0.25,35.0
3957,328484.2,4695525.4,7.9,1.202,2,,0.301,0.333,0.5,35.0
3958,326234.2,4696025.4,43.7,0.168,0,85.6,0.042,1.0,0.144,35.0
3959,326184.2,4694875.4,76.3,0.0,0,75.7,0.0,1.0,0.243,34.9
3960,325884.2,4695575.4,49.9,0.011,0,76.3,0.003,1.0,0.237,34.9
3961,326184.2,4695975.4,40.1,2.133,5,84.0,0.533,0.167,0.16,34.9
3962,326834.2,4694575.4,55.9,0.037,0,78.2,0.009,1.0,0.218,34.8
3963,326684.2,4695125.4,87.2,0.0,0,76.0,0.0,1.0,0.24,34.8
3964,326134.2,4695325.4,99.1,0.0,0,76.0,0.0,1.0,0.24,34.8
3965,326384.2,4696175.4,47.4,0.002,0,76.3,0.0,1.0,0.237,34.8
3966,325634.2,4696225.4,53.5,0.105,0,82.4,0.026,1.0,0.176,34.8
3967,325684.2,4696475.4,35.8,1.385,3,,0.346,0.25,0.5,34.8
3968,324834.2,4697025.4,64.2,1.508,4,,0.377,0.2,0.5,34.8
3969,324784.2,4697475.4,39.2,0.786,1,,0.196,0.5,0.5,34.8
3970,326234.2,4694675.4,45.7,0.0,0,76.6,0.0,1.0,0.234,34.7
3971,326134.2,4695425.4,75.1,0.0,0,76.7,0.0,1.0,0.233,34.7
3972,328134.2,4695775.4,17.2,0.78,1,,0.195,0.5,0.5,34.7
3973,326134.2,4695825.4,39.0,1.708,2,83.5,0.427,0.333,0.165,34.7
3974,326134.2,4696225.4,45.7,0.0,0,76.3,0.0,1.0,0.237,34.7
3975,327584.2,4693625.4,7.6,1.49,4,,0.373,0.2,0.5,34.6
3976,326784.2,4694625.4,65.7,0.0,0,77.1,0.0,1.0,0.229,34.6
3977,326984.2,4694925.4,104.8,0.0,0,76.8,0.0,1.0,0.232,34.6
3978,326884.2,4694975.4,96.4,0.0,0,77.2,0.0,1.0,0.228,34.6
3979,328484.2,4695625.4,8.1,1.167,2,,0.292,0.333,0.5,34.6
3980,327234.2,4695725.4,124.0,0.0,0,77.6,0.0,1.0,0.224,34.5
3981,326584.2,4696125.4,57.7,0.0,0,77.7,0.0,1.0,0.223,34.5
3982,327284.2,4694975.4,61.7,1.39,2,64.8,0.348,0.333,0.352,34.4
3983,328934.2,4695375.4,9.5,0.755,1,,0.189,0.5,0.5,34.4
3984,326584.2,4695825.4,58.1,0.0,0,78.2,0.0,1.0,0.218,34.4
3985,325884.2,4696375.4,51.2,0.284,0,95.7,0.071,1.0,0.043,34.4
3986,328084.2,4694175.4,21.3,1.543,5,,0.386,0.167,0.5,34.3
3987,326784.2,4694675.4,75.7,0.0,0,78.3,0.0,1.0,0.217,34.3
3988,325834.2,4694875.4,36.5,0.085,0,84.0,0.021,1.0,0.16,34.3
3989,327034.2,4694925.4,107.6,0.0,0,78.7,0.0,1.0,0.213,34.3
3990,326934.2,4694975.4,103.9,0.0,0,78.2,0.0,1.0,0.217,34.3
3991,326134.2,4695025.4,90.3,0.0,0,78.3,0.0,1.0,0.217,34.3
3992,325934.2,4695225.4,61.5,0.0,0,78.4,0.0,1.0,0.216,34.3
3993,328984.2,4695375.4,9.7,1.342,3,,0.335,0.25,0.5,34.3
3994,325834.2,4695475.4,51.3,0.1,0,84.6,0.025,1.0,0.154,34.3
3995,326734.2,4696025.4,68.7,0.0,0,78.7,0.0,1.0,0.213,34.3
3996,326434.2,4696175.4,51.5,0.0,0,78.4,0.0,1.0,0.216,34.3
3997,326284.2,4694775.4,70.9,0.0,0,79.1,0.0,1.0,0.209,34.2
3998,327134.2,4694975.4,86.9,0.0,0,79.0,0.0,1.0,0.21,34.2
3999,326484.2,4695725.4,43.7,1.09,1,71.9,0.272,0.5,0.281,34.2
4000,325984.2,4695875.4,45.8,0.0,0,78.9,0.0,1.0,0.211,34.2
4001,327834.2,4693525.4,9.8,1.325,3,,0.331,0.25,0.5,34.1
4002,327984.2,4694475.4,25.5,1.125,2,,0.281,0.333,0.5,34.1
4003,326934.2,4694575.4,51.7,0.0,0,79.5,0.0,1.0,0.205,34.1
4004,327834.2,4694575.4,36.8,1.325,3,,0.331,0.25,0.5,34.1
4005,326234.2,4694825.4,73.6,0.009,0,80.3,0.002,1.0,0.197,34.1
4006,326984.2,4694875.4,91.0,0.082,0,84.5,0.02,1.0,0.155,34.1
4007,326834.2,4695025.4,91.2,0.0,0,79.4,0.0,1.0,0.206,34.1
4008,326984.2,4695025.4,99.2,0.0,0,79.6,0.0,1.0,0.204,34.1
4009,326184.2,4695275.4,115.4,0.0,0,79.8,0.0,1.0,0.203,34.1
4010,326184.2,4695425.4,74.8,0.02,0,80.9,0.005,1.0,0.191,34.1
4011,325934.2,4695475.4,56.8,0.031,0,81.6,0.008,1.0,0.184,34.1
4012,326034.2,4695625.4,47.4,1.436,1,94.2,0.359,0.5,0.058,34.1
4013,324934.2,4696675.4,64.7,1.328,3,,0.332,0.25,0.5,34.1
4014,328034.2,4693575.4,10.1,0.717,1,,0.179,0.5,0.5,34.0
4015,327184.2,4694825.4,94.9,0.0,0,79.9,0.0,1.0,0.201,34.0
4016,327784.2,4695325.4,25.3,0.719,1,,0.18,0.5,0.5,34.0
4017,325734.2,4695625.4,40.0,0.0,0,80.1,0.0,1.0,0.199,34.0
4018,325134.2,4695875.4,24.1,1.119,2,,0.28,0.333,0.5,34.0
4019,328534.2,4695975.4,6.6,1.122,2,,0.281,0.333,0.5,34.0
4020,327184.2,4695675.4,124.9,0.0,0,80.7,0.0,1.0,0.193,33.9
4021,326984.2,4695825.4,101.2,0.0,0,80.6,0.0,1.0,0.194,33.9
4022,328384.2,4696075.4,12.6,1.11,2,,0.277,0.333,0.5,33.9
4023,326384.2,4696225.4,45.9,0.0,0,80.3,0.0,1.0,0.197,33.9
4024,327484.2,4693575.4,8.5,1.427,4,,0.357,0.2,0.5,33.8
4025,326734.2,4694625.4,67.6,0.0,0,81.0,0.0,1.0,0.19,33.8
4026,327834.2,4694775.4,26.9,1.502,5,,0.375,0.167,0.5,33.8
4027,328184.2,4695075.4,15.4,1.307,3,,0.327,0.25,0.5,33.8
4028,326934.2,4695125.4,73.7,0.275,0,98.0,0.069,1.0,0.02,33.8
4029,325934.2,4695975.4,49.6,0.001,0,81.1,0.0,1.0,0.189,33.8
4030,324884.2,4696475.4,38.5,1.428,4,,0.357,0.2,0.5,33.8
4031,327134.2,4694875.4,102.1,0.0,0,81.6,0.0,1.0,0.184,33.7
4032,328284.2,4695175.4,14.7,0.698,1,,0.174,0.5,0.5,33.7
4033,326184.2,4695325.4,104.2,0.0,0,81.5,0.0,1.0,0.185,33.7
4034,328584.2,4695425.4,7.8,1.098,2,,0.274,0.333,0.5,33.7
4035,326234.2,4696075.4,45.8,0.0,0,81.4,0.0,1.0,0.186,33.7
4036,326434.2,4696125.4,48.5,0.032,0,83.6,0.008,1.0,0.164,33.7
4037,326184.2,4696175.4,46.5,0.0,0,81.3,0.0,1.0,0.187,33.7
4038,326184.2,4694725.4,47.5,0.121,0,89.6,0.03,1.0,0.104,33.6
4039,326334.2,4695025.4,129.9,0.0,0,82.1,0.0,1.0,0.179,33.6
4040,325884.2,4695525.4,52.7,0.0,0,82.0,0.0,1.0,0.18,33.6
4041,326634.2,4696075.4,57.9,0.0,0,82.0,0.0,1.0,0.18,33.6
4042,328334.2,4695225.4,13.2,1.082,2,,0.27,0.333,0.5,33.5
4043,325934.2,4695275.4,62.3,0.0,0,82.4,0.0,1.0,0.176,33.5
4044,326684.2,4695975.4,59.0,0.128,0,90.6,0.032,1.0,0.094,33.5
4045,325934.2,4696025.4,50.2,0.0,0,82.3,0.0,1.0,0.177,33.5
4046,327184.2,4694925.4,92.0,0.0,0,83.0,0.0,1.0,0.17,33.4
4047,326884.2,4695025.4,95.1,0.0,0,83.0,0.0,1.0,0.17,33.4
4048,328834.2,4695325.4,9.0,1.071,2,,0.268,0.333,0.5,33.4
4049,326684.2,4696025.4,61.9,0.0,0,82.8,0.0,1.0,0.172,33.4
4050,326084.2,4696275.4,44.6,0.0,0,83.2,0.0,1.0,0.168,33.4
4051,326684.2,4695775.4,60.9,0.0,0,83.3,0.0,1.0,0.167,33.3
4052,327284.2,4695225.4,44.8,1.255,3,,0.314,0.25,0.5,33.2
4053,326634.2,4695475.4,48.2,0.124,0,92.0,0.031,1.0,0.08,33.2
4054,325934.2,4695525.4,53.9,0.025,0,85.7,0.006,1.0,0.143,33.2
4055,326734.2,4694675.4,79.4,0.0,0,84.6,0.0,1.0,0.154,33.1
4056,327084.2,4694925.4,108.2,0.0,0,84.7,0.0,1.0,0.153,33.1
4057,326784.2,4695025.4,89.3,0.0,0,84.7,0.0,1.0,0.153,33.1
4058,328084.2,4695175.4,12.5,0.645,1,,0.161,0.5,0.5,33.1
4059,328684.2,4695525.4,9.7,0.645,1,,0.161,0.5,0.5,33.1
4060,326634.2,4695825.4,60.6,0.0,0,84.3,0.0,1.0,0.157,33.1
4061,325184.2,4695975.4,23.8,1.251,3,,0.313,0.25,0.5,33.1
4062,325884.2,4695975.4,49.8,0.04,0,87.2,0.01,1.0,0.128,33.1
4063,326484.2,4696125.4,52.2,0.0,0,84.4,0.0,1.0,0.156,33.1
4064,326084.2,4696225.4,45.4,0.0,0,84.3,0.0,1.0,0.157,33.1
4065,328334.2,4694175.4,15.8,0.642,1,,0.161,0.5,0.5,33.0
4066,327234.2,4694825.4,96.7,0.0,0,85.1,0.0,1.0,0.149,33.0
4067,326284.2,4694875.4,90.5,0.159,0,95.0,0.04,1.0,0.05,33.0
4068,326434.2,4694875.4,114.3,0.0,0,84.8,0.0,1.0,0.152,33.0
4069,327184.2,4694875.4,101.5,0.0,0,85.2,0.0,1.0,0.147,33.0
4070,326984.2,4694975.4,108.4,0.0,0,85.2,0.0,1.0,0.148,33.0
4071,325984.2,4695025.4,58.3,0.097,0,90.9,0.024,1.0,0.091,33.0
4072,326384.2,4695125.4,116.1,0.183,0,96.6,0.046,1.0,0.034,33.0
4073,327084.2,4695875.4,128.6,0.0,0,85.2,0.0,1.0,0.148,33.0
4074,326134.2,4696025.4,43.9,0.394,1,34.6,0.099,0.5,0.654,33.0
4075,324984.2,4697125.4,72.8,1.036,2,,0.259,0.333,0.5,33.0
4076,326334.2,4694975.4,118.5,0.0,0,85.4,0.0,1.0,0.146,32.9
4077,325484.2,4696225.4,44.5,1.232,3,,0.308,0.25,0.5,32.9
4078,327584.2,4694775.4,57.5,1.026,2,,0.257,0.333,0.5,32.8
4079,327884.2,4694825.4,27.8,1.022,2,,0.256,0.333,0.5,32.8
4080,326184.2,4695175.4,113.2,0.0,0,86.1,0.0,1.0,0.139,32.8
4081,325884.2,4695475.4,57.6,0.0,0,86.0,0.0,1.0,0.14,32.8
4082,326684.2,4696075.4,63.4,0.0,0,85.8,0.0,1.0,0.142,32.8
4083,325284.2,4696125.4,28.3,1.344,4,,0.336,0.2,0.5,32.8
4084,324934.2,4696525.4,46.4,1.224,3,,0.306,0.25,0.5,32.8
4085,326884.2,4694625.4,63.6,0.0,0,86.7,0.0,1.0,0.133,32.7
4086,326534.2,4696125.4,55.0,0.0,0,86.4,0.0,1.0,0.136,32.7
4087,325884.2,4695325.4,66.0,0.0,0,87.2,0.0,1.0,0.128,32.6
4088,327134.2,4695575.4,111.0,0.0,0,87.0,0.0,1.0,0.13,32.6
4089,326634.2,4696025.4,54.2,0.095,0,92.8,0.024,1.0,0.072,32.6
4090,326584.2,4696075.4,52.8,0.0,0,87.0,0.0,1.0,0.13,32.6
4091,325934.2,4695175.4,60.4,0.005,0,87.9,0.001,1.0,0.121,32.5
4092,325834.2,4695375.4,57.4,0.0,0,87.5,0.0,1.0,0.125,32.5
4093,328234.2,4693625.4,13.6,1.192,3,,0.298,0.25,0.5,32.4
4094,327084.2,4693825.4,8.9,0.993,2,,0.248,0.333,0.5,32.4
4095,327034.2,4695925.4,121.1,0.0,0,88.2,0.0,1.0,0.118,32.4
4096,325784.2,4696375.4,55.1,0.586,1,,0.147,0.5,0.5,32.3
4097,325834.2,4696925.4,36.9,0.586,1,,0.147,0.5,0.5,32.3
4098,326484.2,4694575.4,36.3,1.27,2,68.3,0.317,0.333,0.317,32.2
4099,325934.2,4695025.4,52.7,0.022,0,90.5,0.005,1.0,0.095,32.2
4100,326984.2,4695075.4,82.1,0.014,0,89.8,0.003,1.0,0.102,32.2
4101,326734.2,4695125.4,85.2,0.0,0,89.0,0.0,1.0,0.11,32.2
4102,326334.2,4695625.4,46.4,0.579,1,,0.145,0.5,0.5,32.2
4103,328134.2,4693725.4,9.6,1.367,5,,0.342,0.167,0.5,32.1
4104,326684.2,4694775.4,88.3,0.0,0,89.3,0.0,1.0,0.107,32.1
4105,327034.2,4694825.4,81.6,0.082,0,94.5,0.02,1.0,0.055,32.1
4106,328184.2,4695125.4,14.3,0.566,1,,0.141,0.5,0.5,32.1
4107,326034.2,4696275.4,44.0,0.078,0,94.4,0.02,1.0,0.056,32.1
4108,326734.2,4694775.4,83.5,0.037,0,92.4,0.009,1.0,0.076,32.0
4109,328234.2,4694925.4,20.6,0.564,1,,0.141,0.5,0.5,32.0
4110,325934.2,4695125.4,59.5,0.0,0,90.2,0.0,1.0,0.098,32.0
4111,328484.2,4695675.4,8.9,0.557,1,,0.139,0.5,0.5,32.0
4112,325834.2,4696325.4,67.4,0.0,0,90.1,0.0,1.0,0.099,32.0
4113,328134.2,4693975.4,16.8,0.956,2,,0.239,0.333,0.5,31.9
4114,328034.2,4694175.4,24.9,0.953,2,,0.238,0.333,0.5,31.9
4115,326834.2,4694625.4,65.0,0.0,0,90.3,0.0,1.0,0.097,31.9
4116,326934.2,4694625.4,57.7,0.052,0,93.8,0.013,1.0,0.062,31.9
